/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(

🧪 MULTIPLE PROPOSITION TEST

================================================================================
TESTING PIPELINE ON 200 DIVERSE PROPOSITIONS
================================================================================

[1/202] Loading 200 random propositions...
   Found 49 already-analyzed propositions, skipping those...
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.524
      Reasoning: SOON: high ambiguity (entropy: 2.75 bits) (score: 0.52)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 109)

================================================================================
PROPOSITION 28/200 - ID: 1121
================================================================================
Text: Arnav Sharma is utilizing the GUM Propositions application to track and manage workflow ideas....
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (630 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6155 tokens)
  [Step 3/6] Clustering...
    ✓ Found 3 clusters (method: hdbscan)
      Silhouette: 0.238
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.505 bits
      Ambiguous: True
      Interpretation: High - Significantly ambiguous, clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.391
      Reasoning: LATER: high ambiguity (entropy: 1.51 bits) + high confidence (8/10) (score: 0.39)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 110)

================================================================================
PROPOSITION 29/200 - ID: 1120
================================================================================
Text: Arnav Sharma's workflow management approach appears disorganized based on file management habits....
Confidence: 7/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (645 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6474 tokens)
  [Step 3/6] Clustering...
    ✓ Found 6 clusters (method: hdbscan)
      Silhouette: 0.378
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.372 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.491
      Reasoning: SOON: high ambiguity (entropy: 2.37 bits) (score: 0.49)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 111)

================================================================================
PROPOSITION 30/200 - ID: 1119
================================================================================
Text: Arnav Sharma is likely involved in software development or database management tasks....
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (600 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (5943 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.371
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.922 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.397
      Reasoning: LATER: high ambiguity (entropy: 1.92 bits) + high confidence (8/10) (score: 0.40)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 112)

================================================================================
PROPOSITION 31/200 - ID: 1118
================================================================================
Text: Arnav Sharma is actively engaged in music consumption through Spotify, particularly favoring current...
Confidence: 9/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 3 interpretations (618 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 15 answers (4934 tokens)
  [Step 3/6] Clustering...
    ✓ Found 2 clusters (method: hdbscan)
      Silhouette: 0.265
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 0.779 bits
      Ambiguous: False
      Interpretation: Low - Minor ambiguity, likely clear
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.291
      Reasoning: LATER: high confidence (9/10) (score: 0.29)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 113)

================================================================================
PROPOSITION 32/200 - ID: 1117
================================================================================
Text: Arnav Sharma engages with friend activity on Spotify, indicating a preference for social listening e...
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (698 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6972 tokens)
  [Step 3/6] Clustering...
    ✓ Found 5 clusters (method: hdbscan)
      Silhouette: 0.210
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.147 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.378
      Reasoning: LATER: high ambiguity (entropy: 2.15 bits) + high confidence (8/10) (score: 0.38)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 114)

================================================================================
PROPOSITION 33/200 - ID: 1116
================================================================================/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(

Text: Arnav Sharma appears to have a disorganized approach to file management, as indicated by the folder ...
Confidence: 6/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 3 interpretations (632 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 15 answers (5132 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.376
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.975 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.543
      Reasoning: SOON: high ambiguity (entropy: 1.97 bits) (score: 0.54)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 115)

================================================================================
PROPOSITION 34/200 - ID: 1115
================================================================================
Text: Arnav Sharma is exploring API services, particularly through platforms like OpenAI and WorkOS....
Confidence: 7/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (791 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (7107 tokens)
  [Step 3/6] Clustering...
    ✓ Found 2 clusters (method: hdbscan)
      Silhouette: 0.149
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 0.742 bits
      Ambiguous: False
      Interpretation: Low - Minor ambiguity, likely clear
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.398
      Reasoning: LATER: standard assessment based on thresholds (score: 0.40)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 116)

================================================================================
PROPOSITION 35/200 - ID: 1114
================================================================================
Text: Arnav Sharma is working on database management tasks, specifically using SQLite....
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (656 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6103 tokens)
  [Step 3/6] Clustering...
    ✓ Found 5 clusters (method: hdbscan)
      Silhouette: 0.310
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.243 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.399
      Reasoning: LATER: high ambiguity (entropy: 2.24 bits) + high confidence (8/10) (score: 0.40)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 117)

================================================================================
PROPOSITION 36/200 - ID: 1113
================================================================================
Text: Arnav Sharma is actively engaged in music streaming, particularly using Spotify....
Confidence: 9/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (671 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6867 tokens)
  [Step 3/6] Clustering...
    ✓ Found 5 clusters (method: hdbscan)
      Silhouette: 0.355
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.207 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.382
      Reasoning: LATER: high ambiguity (entropy: 2.21 bits) + high confidence (9/10) (score: 0.38)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 118)

================================================================================
PROPOSITION 37/200 - ID: 1112
================================================================================
Text: Arnav Sharma appears to be organized, as indicated by the use of a folder named 'personaliste' for f...
Confidence: 6/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 3 interpretations (615 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 15 answers (4848 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.225
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.859 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.512
      Reasoning: SOON: high ambiguity (entropy: 1.86 bits) (score: 0.51)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 119)

================================================================================
PROPOSITION 38/200 - ID: 1111
================================================================================
Text: Arnav Sharma is potentially exploring or utilizing multiple profiles in Spotify, indicating a divers...
Confidence: 6/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 3 interpretations (700 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 15 answers (5272 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.265
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.966 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.540
      Reasoning: SOON: high ambiguity (entropy: 1.97 bits) (score: 0.54)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 120)

================================================================================
PROPOSITION 39/200 - ID: 1110
================================================================================
Text: Arnav Sharma prioritizes social interactions in their music experience on Spotify....
Confidence: 7/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (651 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6288 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.302
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.889 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.505
      Reasoning: SOON: high ambiguity (entropy: 1.89 bits) (score: 0.51)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 121)

================================================================================
PROPOSITION 40/200 - ID: 1109
================================================================================
Text: Arnav Sharma is likely involved in software development or data management tasks, evidenced by inter...
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (675 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6564 tokens)
  [Step 3/6] Clustering...
    ✓ Found 2 clusters (method: hdbscan)
      Silhouette: 0.318
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 0.722 bits
      Ambiguous: False
      Interpretation: Low - Minor ambiguity, likely clear
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.270
      Reasoning: LATER: high confidence (8/10) (score: 0.27)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 122)

================================================================================
PROPOSITION 41/200 - ID: 1108
================================================================================
Text: Arnav Sharma is actively engaged in music consumption, particularly through the Spotify app, and ten...
Confidence: 9/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (685 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6789 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.246
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.877 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(
/Users/arnavsharma/gum-elicitation/venv/lib/python3.13/site-packages/sklearn/utils/deprecation.py:132: FutureWarning: 'force_all_finite' was renamed to 'ensure_all_finite' in 1.6 and will be removed in 1.8.
  warnings.warn(

  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.376
      Reasoning: LATER: high ambiguity (entropy: 1.88 bits) + high confidence (9/10) (score: 0.38)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 123)

================================================================================
PROPOSITION 42/200 - ID: 1107
================================================================================
Text: Arnav Sharma is likely collaborating or communicating with peers through platforms like Slack and an...
Confidence: 6/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (681 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6608 tokens)
  [Step 3/6] Clustering...
    ✓ Found 5 clusters (method: hdbscan)
      Silhouette: 0.249
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.174 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.516
      Reasoning: SOON: high ambiguity (entropy: 2.17 bits) (score: 0.52)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 124)

================================================================================
PROPOSITION 43/200 - ID: 1106
================================================================================
Text: Arnav Sharma exhibits a methodical approach to troubleshooting technical issues, particularly with A...
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (651 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6230 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.273
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.808 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.366
      Reasoning: LATER: high ambiguity (entropy: 1.81 bits) + high confidence (8/10) (score: 0.37)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 125)

================================================================================
PROPOSITION 44/200 - ID: 1105
================================================================================
Text: Arnav Sharma engages in multi-tasking, balancing work with personal activities such as listening to ...
Confidence: 7/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (630 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6102 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.222
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.922 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.514
      Reasoning: SOON: high ambiguity (entropy: 1.92 bits) (score: 0.51)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 126)

================================================================================
PROPOSITION 45/200 - ID: 1104
================================================================================
Text: Arnav Sharma has a preference for music by Charlie Orr and currently enjoys the track 'Way 2 Sexy' f...
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (744 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (7008 tokens)
  [Step 3/6] Clustering...
    ✓ Found 5 clusters (method: hdbscan)
      Silhouette: 0.284
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 2.258 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.493
      Reasoning: SOON: high ambiguity (entropy: 2.26 bits) + high confidence (8/10) + time-sensitive language (currently) (score: 0.49)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 127)

================================================================================
PROPOSITION 46/200 - ID: 1103
================================================================================
Text: Arnav Sharma is actively engaged in data analysis and workflow management through the use of tools l...
Confidence: 9/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (645 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 20 answers (6249 tokens)
  [Step 3/6] Clustering...
    ✓ Found 3 clusters (method: hdbscan)
      Silhouette: 0.162
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.103 bits
      Ambiguous: True
      Interpretation: Moderate - Ambiguous, clarification recommended
  [Step 5/6] Assessing urgency...
    ✓ Urgency: LATER
      Score: 0.247
      Reasoning: LATER: moderate ambiguity (entropy: 1.10 bits) + high confidence (9/10) (score: 0.25)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 128)

================================================================================
PROPOSITION 47/200 - ID: 1102
================================================================================
Text: Arnav Sharma enjoys listening to music as a part of their workflow routine, indicating a preference ...
Confidence: 6/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 3 interpretations (587 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 15 answers (4906 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.243
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.922 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.529
      Reasoning: SOON: high ambiguity (entropy: 1.92 bits) (score: 0.53)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 129)

================================================================================
PROPOSITION 48/200 - ID: 1101
================================================================================
Text: Arnav Sharma is utilizing the Warp terminal to facilitate their workflow, placing a premium on comma...
Confidence: 8/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 3 interpretations (595 tokens)
  [Step 2/6] Collecting answers...
    ✓ Collected 15 answers (4831 tokens)
  [Step 3/6] Clustering...
    ✓ Found 4 clusters (method: hdbscan)
      Silhouette: 0.234
  [Step 4/6] Calculating entropy...
    ✓ Entropy: 1.936 bits
      Ambiguous: True
      Interpretation: Very High - Highly ambiguous, urgent clarification needed
  [Step 5/6] Assessing urgency...
    ✓ Urgency: SOON
      Score: 0.401
      Reasoning: SOON: high ambiguity (entropy: 1.94 bits) + high confidence (8/10) (score: 0.40)
  [Step 6/6] Saving to database...
    ✓ Saved (Analysis ID: 130)

================================================================================
PROPOSITION 49/200 - ID: 1100
================================================================================
Text: Arnav Sharma experiences challenges with accessing certain tools or logs, impacting their workflow e...
Confidence: 7/10

  [Step 1/6] Generating interpretations...
    ✓ Generated 4 interpretations (674 tokens)
